,Unnamed: 0.1,Unnamed: 0,artist,name,emotion,index,cleaned_lyrics
1672,1672,1672,Ledisi,Silent Night,relaxed,1672,"Silent night, holy night All is calm, all is bright Round yon Virgin Mother and Child Holy Infant so tender and mild Sleep in heavenly peace Sleep in heavenly peace Silent night, holy night Shepherds quake at the sight Glories stream from heaven afar Heavenly hosts sing alleluia Christ the Savior is born Christ the Savior is born He is, He is born He is, He is On a silent night Silent, silent, silent night"
1673,1673,1673,Ledisi,What A Wonderful World,relaxed,1673,"I see trees of green, red roses too I see them bloom for me and you And I think to myself, ""What a wonderful world""  I see skies of blue and clouds of white The bright blessed day, the dark sacred night And I think to myself, ""What a wonderful world""  The colors of the rainbow, so pretty in the sky Are also on the faces of people going by I see friends shaking hands, saying, ""How do you do?"" They're only saying, ""I love you""  I see babies crying, I watch them grow They'll learn so much more than I'll ever know Then I think to myself, ""What a wonderful world""  The colors of the rainbow, so pretty in the sky Are also on the faces of people going by I see friends shaking hands, saying, ""How do you do?"" They're only saying, ""I love you""  I see babies crying, I watch them grow They'll learn so much more than I'll ever know Then I think to myself, ""What a wonderful world"" Then I think to myself, ""What a wonderful world"""
1674,1674,1674,The Damned Things,Handbook For The Recently Deceased,angry,1674,"We're breaking up, getting lost in the static You're getting blurry right in front of me The footsteps growing quiet in the hallway As I let go, let go The gravity that attracts us helps us implode Or else we'd keep dividing But I know, I know  We're aimed straight at each other We are doomed to crash So strike up a fire, light up the town 'Cause we're aimed straight at each other This was meant to last So don't try to fight it, the chaos will calm us down  Our lips move but we speak in a language That neither one of us can understand You sleepwalk through the tape and the sirens I let go, let go The rules of our attraction were carved in stone And yet you keep resisting But I know, I know  It doesn't matter, it's a disaster It doesn't matter  The chaos will calm us down "
1675,1675,1675,Luis Miguel,Ayer,sad,1675," Hoy en un sueño te encontré Como un loco te besé Y estrenamos nuestro amor Hoy lejos de la realidad Conocí la eternidad En un abrazo tuyo  Cómo me duele saber Que esto es algo que solo soñé Nos desgarramos de placer Una promesa quedó Nos juramos lealtad sin testigos Comprometimos el alma  Hoy me doy cuenta que te amé Que mi vida la dejé En un sueño que soñé Ayer, ayer  Cómo me duele saber Que esto es algo que solo soñé Nos desgarramos de placer Una promesa quedó Nos juramos lealtad sin testigos Comprometidos Tú y yo unidos Comprometimos el alma  Hoy me doy cuenta que te amé Que mi vida la dejé En un sueño que soñé Ayer"
1676,1676,1676,Slaughter,Mad About You,angry,1676,"Oh no You drive me crazy You do Don't you know, know, know What you're doin' to me? Only you drive me wild You're my ecstasy Can't you tell by the look in my eyes That I love you? oh I've gotta show you what I feel in my heart 'Cause I knew it right from the start That I'm mad about you I go crazy with all of the things that you do I'm mad about you I'm so angry inside and it's all over you I'm mad about you Don't ya go, go, go Too far away I need you close by my side Always here to stay Can't you tell by the look in my eyes That I love you? Ohh I've gotta show you what I feel in my heart 'Cause I knew it right from the start That I'm mad about you I go crazy with all of the things that you do I'm mad about you I'm so angry inside and it's all about you It's been a long time baby Ooh I keep this brewin' inside I can't take any more Oh girl, I'm mad about you  I'm mad about you Can't you tell when I look in your eyes?  I'm m-m-m-m-m-mad about you I go crazy with all of the things that you do I'm mad about you I'm so angry inside and it's all over you I'm mad about you I go crazy with all of the things that you do I'm mad about you I'm so angry inside over you Yo-yo-you M-m-m-m-mad I'm mad  Can't you see when you look in my eyes?"
1677,1677,1677,Mountain,Theme From An Imaginary Western,sad,1677,"When the wagons leave the city For the forest and further on Painted wagon of the morning Dusty roads where they've gone Sometimes travelin' through the darkness At the summer comin' home Foreign faces by the wayside Look as if they hadn't known All the sad was in their eyes And the desert that's dry In a country town Where the map was found Oh, the dancing and the singing Oh, the music when they play Oh, the fire that they saw there On the grave of no return Sometimes they found it Sometimes they kept it Often lost in on the way Pawnee shadow to possess him Sometimes ride inside of day Oh, the sad was in their eyes And the desert that's dry In a country town Where the map was found Oh, the sad was in their eye And the desert that's dry In a country town Where the wagons bound"
1678,1678,1678,Bing Crosby,Silent Night,relaxed,1678,"Silent night, holy night All is calm and all is bright Round yon virgin, mother and child Holy infant so tender and mild Sleep in heavenly peace, sleep in heavenly peace  Silent night, holy night Shepherds quake at the sight Glories stream from heaven afar Heavenly hosts sing Alleluia Christ the Savior is born Christ the Savior is born  Silent night, holy night (Mmm) Child of heaven, oh how bright (Mmm) Thou did smile when thou was born (Mmm) Blessed be that happy morn (Mmm) All of heaven rejoice (Ahh) All of heaven rejoice (Ahh)"
1680,1680,1680,Karrin Allyson,Everything Must Change,relaxed,1680,"Everything must change Nothing stays the same Everyone will change No one stays the same The young become the old And mysteries unfold 'Cause that's the way of time Nothing and no one goes unchanged There are not many things in this life That you can be sure of Except the rain comes from the clouds The sun lights up the sky And hummingbirds do fly Winter turns to spring A wounded heart will heal But never much too soon Yes, everything will change 'Cause there are not many things in this life That you can be sure of Except the rain comes from the clouds The sun lights up the sky And hummingbirds do fly Winter turns to spring A wounded heart will heal But never much too soon Yes, everything must change There are not many things in this life That you can be sure of Except the rain comes from the clouds The sun lights up the sky The rain comes from the clouds The sun lights up the sky The rain comes from the clouds The sun lights up the sky And music, sweet music, makes me cry Everything will change"
1681,1681,1681,JJ Grey & Mofro,On Fire,angry,1681,Well she's on the dance floor at your local jook Trying to sweat a bunch of fools she done already took But when that gal gets down you can't help but stare Cause that frames lit and smoking like a signal flare She's on fire She's on fire She's on fire She's on fire We tried to look away we all tried to be cool But she had an ass as thick as an army mule's She asked out for a drink just a batting those eyes We all was reaching for our wallets man she's a light She's on fire She's on fire She's on fire She's on fire With a smooth proposition she's got you in hand I hear you say you don't care boy are you a man She's on fire She's on fire She's on fire She's on fire
1682,1682,1682,Elvis Costello,One Bell Ringing,sad,1682,"Rain slapping on a window pane An hour or two of teeming Storm punching like a hurricane That tore him out of dreaming Air screaming through the slightest gap Rattling between the frame and the sill Drapes hanging from the final act When I had you still  One lonely bird is singing Lower the hood on his lament Dash him down on the cold cement One bell ringing  Flies buzzing 'round the strip search light They've got him down on his knees He dreams of honey dripping from a spoon Girls whispering in Portuguese Between the muzzle and the black site Electrical contact Deny your name, then carry the blame Somewhere after the fact  One lonely bird is singing Lower the hood of his lament Dash him down on the cold cement One bell ringing"
1683,1683,1683,Mudcrutch,Crystal River,relaxed,1683,"Crystal river Got a woman on the other side Crystal river Got a woman on the other side  And nothin' can touch me here Nothin' can touch me here Nothin' can touch me here On crystal river  I love her I swear by the diamond sky I love her I swear by the diamond sky  And nothin' can touch me here And nothin' can touch me here And nothin' can touch me here On crystal river  I'm dreamin' Dreamin' where the water's wide Crystal river Got a woman on the other side  And nothin' can touch me here Nothin' can touch me here No, nothin' can touch me here On crystal river  She's sleeping Sleeping by the waterside She's sleeping Out there on that bank she lies  And nothin' can touch me here Nothin' can touch me here No, nothin' can touch me here On crystal river"
1684,1684,1684,Louis Armstrong,What A Wonderful World,relaxed,1684,"I see trees of green, red roses too I see them bloom for me and you And I think to myself What a wonderful world  I see skies of blue and clouds of white The bright blessed days, the dark sacred nights And I think to myself What a wonderful world  The colors of the rainbow So pretty in the sky Are also on the faces Of people going by I see friends shaking hands, saying, ""How do you do?"" They're really saying, ""I love you""  I hear babies cry, I watch them grow They'll learn much more Than I'll ever know And I think to myself What a wonderful world Yes, I think to myself What a wonderful world​"
1685,1685,1685,The Rolling Stones,Going Home,relaxed,1685,"Spending too much time away I can't stand another day Maybe you'd think I've seen the world But I'd rather see my girl  I'm going home I'm going home I'm going home I'm going home I'm going home, bom, bom, bom, b-bom Home, bom, bom, bom, back home Yes I am  All those letters every day May be all right in their way But I'd love to see your face When I get home in their place  I'm going home I'm going home I'm going home I'm going home I'm going home, bom, bom, bom, b-bom Home, bom, bom, bom, back home Yes I am All right  I'm going home I'm going home I'm going home I'm going home I'm going home, bom, bom, bom, b-bom Home, bom, bom, bom, back home Yes I will  When you're 3000 miles away I just never sleep the same If I packed my things right now I could be home in seven hours  I'm going home I'm going home I'm going home I'm going home I'm going home, bom, bom, bom, b-bom Home, bom, bom, bom, back home Yes I will  Yes I will See my baby See my baby I want to see my girl I just can't wait I just can't wait I just can't wait I just can't wait I just can't wait I just can't wait I just can't wait I just can't wait, yeah, yeah, yeah I just can't wait See my baby She'll make me feel all right My, my, my, my, my My, my, my, my, my My, my, my, my, ha... Got to, got to, got to, got to, got to See my baby She'll make me feel so good She'll make me feel all right, all right, all right, all right, all right Yes she does, in the middle of the night So good, so good, so good, so good, so tough, so tough, so ta-ta-ta-ta... I feel all right Feel all right Come on, baby I'm going to get home I'm going to get home I'm going to get home I'm going to get home, baby I'm going to get home, baby I'm going to get home, baby Get home, honey, get home Shhhucks I feel all right Cha, cha, my baby I'm looking for my baby Going to go in the early morning, baby Early in the morning Early in the morning Going to catch that plane I'm going to catch that plane Now it won't be long, I said, listen to me It won't be long, no, no No, it won't be long, baby It won't be long It won't be long It won't be long, long, long A long, long time since I've seen my baby Yes it is It's such a, such a, such a, such a, such a, such a long, long time Long, long time Long, long time Long, long time Long, long, long, long time Yes it is Yes, yes, yes, yes, yes, yes, yes, yes, yes I feel all right I'm going to see my baby one more time Get home, get home, get home Get, get home I got to, I got to get home, baby I want to see my darling, I want to make sweet, sweet love Ah sweet, sweet love Ah sweet, sweet love Ah sweet, sweet, ah sweet love to you, baby In the middle of the night Early in the morning Early in the morning Early in the morning Early in the morning Oh, in the midnight hour She'll make me feel so good She'll make me feel all right She make me feel so good So good So good When she touch my hand That's all I got to say 'Cause I'm going to pack my bags Ah la la la Sha la la la Sha la la Ah come on I want to see you, baby See your face See your face Your pretty little smile Your pretty little smile Your pretty little smile Your pretty little smile Your pretty little smile Your pretty clothes Hear you talk Hear you talk Hear you talk Hear you talk Hear you talk Come on Come on Come on Ah come on Ah come on Ah come on I'll see my baby I'm going home I'm going home I'm going home I'm gonna get out I'm getting out I'm getting out Getting out Getting out... I feel so good seeing your face Making love to you, baby Yes it makes me feel so good Inside, inside, inside I feel so good inside Feel so good inside I feel so good inside Come on, touch me one more time Touch me one more time Touch me one more time Touch me one more, one more Come on, little girl, you may look sweet You may look sweet But I know you ain't But I know you ain't But I know you ain't"
1686,1686,1686,Elvis Presley,Blue Christmas ,relaxed,1686,"I'll have a blue Christmas without you I'll be so blue just thinking about you Decorations of red on a green Christmas tree Won't be the same, dear, if you're not here with me  And when those blue snowflakes start fallin' That's when those blue memories start callin' You'll be doin' all right with your Christmas of white But I'll have a blue, blue, blue, blue Christmas   You'll be doin' all right with your Christmas of white But I'll have a blue, blue, blue, blue Christmas"
1687,1687,1687,Brooks & Dunn,Blue Christmas,relaxed,1687,"I'll have a blue Christmas without you I'll be so blue just thinking about you Decorations of red on a green Christmas tree Won't be the same dear, if you're not here with me And when the blue snowflakes start falling That's when those blue memories start calling You'll be doing alright with your Christmas of white But I'll have a blue Christmas You'll be doing alright with your Christmas of white But I'll have a blue, blue Christmas"
1688,1688,1688,Randy Travis,Pretty Paper,relaxed,1688,"Pretty paper, pretty ribbons of blue Wrap your present to your darlin' from you Pretty pencils to write I love you Oh, Oh pretty paper, pretty ribbons of blue Crowded streets, busy feet hustle by him Downtown shoppers, Christmas is nigh There he sits all alone on the sidewalk Hoping that you won't pass him by Should you stop? Better not, much to busy You'd better hurry, my how time does fly And in the distance the ringing of laughter And in the midst of the laughter he cries Pretty paper, pretty ribbons of blue Wrap your present to your darlin' from you Pretty pencils to write I love you Oh, Oh pretty paper, pretty ribbons of blue Oh, Oh pretty paper, pretty ribbons of blue..."
1689,1689,1689,Slayer,Warzone,angry,1689,"Explosive, you feel the impact hit your face What makes you think I'll let you survive? You want a war, I'm the front line Unbroken  This ain't about me I'm better than you'll ever be You don't concern me I know you'll never get to me You want a shot I can take your best, bring it on Get ready for the pain 'Cause this where it's going down  War zone, war zone—this is where it's going down War zone, war zone—when you walk in my world Madness is coming your way Madness is coming your way As long as my heart still beats I can guarantee you Madness is coming your way Madness is coming your way  Survival here is thrust upon you Fuel the fire, bring another victim Take your lesson in supremacy 'Cause I'm the one who stands alone at the summit  This ain't about me I'm better than you'll ever be You don't concern me You know you'll never get to me You want a shot I can take your best, bring it on Get ready for the pain 'Cause this is where it's going down  I am the wall you can never climb I am the pain that you feel inside I bring it all, let the show begin I am the war you can never win  War zone, war zone—this is where it's going down War zone, war zone—when you walk in my world Madness is coming your way Madness is coming your way As long as my heart still beats I can guarantee you Madness is coming your way Madness is coming your way"
1690,1690,1690,Meat Loaf,Hot Patootie-Bless My Soul,relaxed,1690,"Whatever happened to Saturday Night When you dressed up sharp And you felt all right? It don't seem the same Since cosmic light Came into my life I thought I was divine I used to go for a ride With a chick who'd go And listen to the music On the radio A saxophone was blowin' On a rock 'n' roll show You climbed in the back seat Really had a good time  Hot patootie, bless my soul I really love that rock and roll Hot patootie, bless my soul I really love that rock and roll Hot patootie, bless my soul I really love that rock and roll Hot patootie, bless my soul I really love that rock and roll   My head it used to swim From the perfume I smelt My hands kinda fumbled with her White plastic belt I'd taste her baby-pink lipstick And that's when I'd melt She'd whisper in my ear Tonight she really was mine Get back in front Put some hair oil on Buddy Holly was singing His very last song With your arms around your girl You try to sing along You felt pretty good. Woo! Really had a good time!  Hot patootie, bless my soul I really love that rock and roll Hot patootie, bless my soul I really love that rock and roll Hot patootie, bless my soul I really love that rock and roll Hot patootie, bless my soul I really love that rock and roll   Hot patootie (Hot patootie, bless my soul) Bless my soul (I really love that rock and roll) Hot patootie (Hot patootie, bless my soul) Bless my soul (I really love that rock and roll) Hot patootie (Hot patootie, bless my soul) Bless my soul (I really love that rock and roll) Hot patootie (Hot patootie, bless my soul) Bless my soul (I really love that rock and roll) Hot patootie (Hot patootie, bless my soul) Bless my soul (I really love that rock and roll) Hot patootie (Hot patootie, bless my soul) Bless my soul (I really love that rock and roll) Hot patootie (Hot patootie, bless my soul) Bless my soul (I really love that rock and roll) Hot patootie (Hot patootie, bless my soul) Bless my soul (I really love that rock and roll)"
1691,1691,1691,Susan Boyle,Silent Night,relaxed,1691,"Silent night, holy night All is calm, all is bright Round yon Virgin Mother and Child Holy Infant so tender and mild Sleep in heavenly peace Sleep in heavenly peace Silent night, holy night Shepherds quake at the sight Glories stream from heaven afar Heavenly hosts sing Alleluia! Christ the Saviour is born Christ the Saviour is born Silent night, holy night All is calm, all is bright Round yon Virgin Mother and Child Holy Infant so tender and mild Sleep in heavenly peace Sleep in heavenly peace"
1692,1692,1692,Vince Gill,Blue Christmas,relaxed,1692,"I'll have a blue Christmas without you; I'll be so blue thinking about you Decorations of red on a green Christmas tree Won't mean a thing if you're not here with me I'll have a blue Christmas, that's certain; And when that blue heartache starts hurtin' You'll be doin' all right with your Christmas of white But I'll have a blue, blue Christmas I'll have a blue Christmas without you; I'll be so blue thinking about you Decorations of red on a green Christmas tree Won't mean a thing if you're not here with me I'll have a blue Christmas, that's certain; And when that blue heartache starts hurtin' You'll be doin' all right with your Christmas of white But I'll have a blue, blue Christmas..."
1694,1694,1694,Clay Walker,Blue Christmas,relaxed,1694,"'ll have a blue Christmas without you I'll be so blue just thinking about you Decorations of red on a green Christmas tree Won't be the same dear, if you're not here with me And when the blue snowflakes start falling That's when those blue memories start calling You'll be doing alright with your Christmas of white But I'll have a blue Christmas You'll be doing alright with your Christmas of white But I'll have a blue, blue Christmas"
1695,1695,1695,Luther Vandross,Got You Home,relaxed,1695,"I'm glad that you accepted My offer to you when I said ""Excuse Me Miss, what's your name"" That was the spark that lit the flame You won't be regrettin' it I promise you'll be satisfied So relax, cause everything's gonna be all right Girl, I'm glad that I got you home, tonite Finally we are alone, tonite I'm gonna turn down the lights I'll give you what you like Girl I'm glad that I got you home Now that I got you home tonight First let me take your coat off And let me show you all around And if you need somethin' I think you ought to get it now Cause we'll be busy Doin whatever's cool And I don't want interruptions Between me and you Girl, I'm glad that I got you home, tonite Finally we are alone, tonite I'm gonna turn down the lights I'll give you what you like Girl I'm glad that I got you home Now that I got you home tonight I can't imagine Bein' in another place Except with you Face to face I can't imagine Bein' in another place Except with you Face to face Cause I've been waitin' So long for this moment to come And now you're here In my arms Girl, I'm glad that I got you home, tonite Finally we are alone, tonite I'm gonna turn down the lights I'll give you what you like Girl I'm glad that I got you home Glad that I got you home tonight I got you home tonite I got you home tonite girl I got you home my baby I got you home all right I got you home my girl I got you home now baby I got you home tonite girl Girl, I'm glad that I got you home, tonite Finally we are alone, tonite I'm gonna turn down the lights I'll give you what you like Girl I'm glad that I got you home Glad that I got you home tonight"
1696,1696,1696,Marques Houston,Favorite Girl,relaxed,1696,"I've been with 9s and 10s Some come around again I've seen a dime or two They don't compare to you So many things I like Too many to even name I wanna be your man I hope you feel the same  Baby, all I wanna do is hold you And show you how much I adore you Want you Need you Baby  You're, you're my favorite girl Baby, you're the only one I wanna give you the world, yeah You're, you're my favorite girl You really really got it goin' on Everything that a man could ever want You're my favorite girl You're my favorite girl  Girl, no more playing games I'm done with other dames I figure what's the use? There's really no excuse Many good qualities, I can't think of one complaint That's why you're number one, and all the others ain't  Baby, all I wanna do is hold you And show you how much I adore you Want you Need you Baby  You're, you're my favorite girl Baby, you're the only one I wanna give you the world, yeah You're, you're my favorite girl You really really got it goin' on Everything that a man could ever want You're my favorite girl You're my favorite girl  You're everything a man like me could ever want Give me want I need and nothing that I don't Girl, I promise I will always have your back You're all I need  You're, you're my favorite girl Baby, you're the only one I wanna give you the world, yeah You're, you're my favorite girl You really really got it goin' on Everything that a man could ever want You're my favorite girl You're my favorite girl  You're, you're my favorite girl Baby, you're the only one I wanna give you the world, yeah You're, you're my favorite girl You really really got it goin' on Everything that a man could ever want You're my favorite girl  (Favorite girl) You're my favorite girl (You're my favorite Girl) You're my favorite..."
1697,1697,1697,Goldfrapp,Little Bird,relaxed,1697,She's like a little bird She flies from A to B To see what she can see She's far away from me  We danced on the moon We danced by the sea The land of blue gold Is where we were free  July-ly-ly July-ly-ly July-ly-ly  Where we were free Where we were free  The shiny blackest crow Flew in to say hello Though much to her surprise He had two mouths for eyes  She understood his words That crow was very pleased He gave to her his wings And now she is free  July-ly-ly July-ly-ly July-ly-ly  Now we are free Now we are free  July-ly-ly July-ly-ly July-ly-ly 
1698,1698,1698,Smashing Pumpkins,Soma,angry,1698,"Nothing left to say And all I've left to do Is run away from you And she led me on, down With secrets I can't keep  Close your eyes and sleep Don't wait up for me Hush now, don't you speak To me  Wrapped my hurt in you And took my shelter in that pain The opiate of blame Is your broken heart, heart, your heart Soma  I'm all by myself As I've always felt And I'll betray my tears To anyone caught in our ruse of fools  One last kiss for me, yeah One last kiss goodnight  Didn't want to lose you once again Didn't want to be your friend Fulfilled a promise made of tin And crawled back to you  I'm all by myself (Close your eyes and sleep) As I've always felt (Don't wait up for me) I'll betray myself (Hush now, don't you speak) To anyone, lost, anyone but you   So let the sadness come again On that you can depend on me, yeah Until the bitter, bitter end of the world, yeah When God sleeps in bliss  I'm all by myself As I've always felt I'll betray myself To anyone"
1699,1699,1699,Moby,Nearer,relaxed,1699,I'm getting nearer Lord nearer I'm getting nearer My home One day soon I shall cross that river I'm going to leave on Leave on forever It goes on Lord no more this world I'm going to sleep on
1700,1700,1700,Cheap Trick,Auf Wiedersehen,angry,1700,"Au revoir, auf wiedersehen You won't see another morning You won't see another evening Good night Buenos noches o senor Senorita see ya later Buenos noches Bye bye  There are many here among us Who feel that life is a joke And for you we sing this final song For you there is no hope  Sayonara suicide Hari kari, kamikaze You won't see another evening Goodbye Buenas noches senor Senorita see you later Buenas noches Bye bye  There are many here among us Who feel their lives is a joke And for you we sing this final song For you there is no hope  Bye bye, so long, farewell Bye bye, so long, sayanora Bye bye, au revoir, auf wiedersehen Bye bye, so long, farewell Bye bye, so long, suicide Bye bye, so long, hari kari, kamikaze, suicide Suicide Suicide Suicide"
1701,1701,1701,Blonde Redhead,Here Sometimes,relaxed,1701,"A little girl above the fireplace Only air flying emotionless Ring the bells for she could keep flying This is me, completely me End of day, we watched the sun go down But I can see, you're like a firework You wanna save me, people will save me But this is you, completely you Now it's day but I am dreaming A man walks by, I want to be his wife I'm only here sometimes Under the tree of life I'm only good sometimes Taking my time to go home Like a candle wasted from burning I got shoes tired from walking Calling out your name, my lips keep failing They have now forgot to sing Now it's day but I am dreaming A man walks by, I want to be his wife I'm only here sometimes Under the tree of life I'm only good sometimes Taking my time to go home I'm only here sometimes Under the tree of life I'm only good sometimes Taking my time to go home I'm only here sometimes Under the tree of life I'm only here sometimes Taking my time to go home"
1702,1702,1702,Zero 7,Ghost Symbol,relaxed,1702,"Wherever I'm staying, you're going away I learn to part with a smile on my face Now I'm too good at letting go Too easy to say no"
1703,1703,1703,Nirvana,Frances Farmer Will Have Her Revenge On Seattle,sad,1703,"It's so relieving to know that you're leaving As soon as you get paid It's so relaxing to hear that you're asking Whenever you get your way It's so soothing to know that you'll sue me Startin' to sound the same  I miss the comfort in bein' sad I miss the comfort in bein' sad I miss the comfort in bein' sad Ad, hey  In her false witness, hope you're still with us To see if they float or drown Our favorite patient, a display of patience Disease-covered Puget Sound She'll come back as fire to burn all the liars Leave a blanket of ash on the ground  I miss the comfort in bein' sad I miss the comfort in bein' sad I miss the comfort in bein' sad Ad, hey   It's so relieving to know that you're leaving As soon as you get paid It's so relaxing to hear that you're asking Whenever you get your way It's so soothing to know that you'll sue me Startin' to sound the same  I miss the comfort in bein' sad I miss the comfort in bein' sad I miss the comfort in bein' sad Ad, hey"
1704,1704,1704,The Cure,Prayers For Rain,sad,1704,"You shatter me, your grip on me A hold on me so dull it kills You stifle me, infectious sense Of hopelessness and prayers for rain  I suffocate, I breathe in dirt And nowhere shines but desolate and drab The hours all spent on killing time again All waiting for the rain  You fracture me, your hands on me A touch so plain, so stale it kills You strangle me, entangle me In hopelessness and prayers for rain  I deteriorate, I live in dirt And nowhere glows but drearily and tired The hours all spent on killing time again All waiting for the rain  You fracture me, your hands on me A touch so plain, so stale it kills You strangle me, entangle me In hopelessness and prayers for rain  Prayers for rain Prayers for rain Prayers for rain"
1705,1705,1705,Band Of Horses,The Funeral,sad,1705,"I'm coming up only to hold you under And coming up only to show you wrong And to know you is hard, we wonder To know you all wrong, we won  Ooh Ooh  Really too late to call, so we wait for Morning to wake you is all we got But to know me as hardly golden Is to know me all wrong, they won  At every occasion, I'll be ready for the funeral At every occasion once more, it's called the funeral At every occasion, oh, I'm ready for the funeral At every occasion of one billion day funeral  I'm coming up only to show you down for And coming up only to show you wrong To the outside, the dead leaves they own the lawn 'Fore they died and had trees to hang there upon  Ooh Ooh  At every occasion, I'll be ready for the funeral At every occasion once more, it's called the funeral At every occasion, oh, I'm ready for the funeral At every occasion of one billion day funeral ---"
1706,1706,1706,Barcelona,Colors,angry,1706,"It's hard for me to say what I want from You, I have had twenty-two years of Trying to form the words that somehow Might mean I am feeling So many colors in this distraction Brown hair makes her lips more red Words would not describe what I'm seeing I try to hold my tongue but it's useless  She makes my heart scream color I know by now she should have found me out And every sense I have's been exhausted But color makes her smile  She's always waiting for me to speak But all she hears is whitest noise Though I may not communicate my heart She knows the color I'm screaming  She makes my heart scream color I know by now she should have found me out And every sense I have's been exhausted But color makes her smile  I feel it coming, I feel it coming I feel it coming, I feel it coming I feel it coming, I feel it coming I feel it coming on  She makes my heart scream color I know by now she should have found me out And every sense I have's been exhausted But color makes her smile Yeah, she makes my heart scream color She should have found me out And every sense I have's been exhausted But color makes her smile Color makes her smile"
1707,1707,1707,Joan Sebastian,Oyeme Chatita,sad,1707," Óyeme chatita, óyeme chatita Tengo que decirte algo Yo creo que en lo hermoso de nuestro cariño Ya metió la cola el diablo Unos ojos negros, labios dulceamargos Que yo nunca habia besado Me traen echo bolas, suspirando a solas Yo creo que me han enbrujado  Y fue sin planearlo y fue sin malicia Como flor de espinas surgió esta caricia Perdón chatita querida Perdón por causarte herida   Óyeme chatita, óyeme chatita Decir la verdad es triste Pero pal' canario de nuesto cariño Yo creo que ya no hay alpiste Óyeme chatita, óyeme chatita La vida tiene sus cosas Yo te traje penas, yo te traje espinas Alguien te traera las rosas  Sera sin planearlo y sera sin malicia Como flor divina vendra otra caricia Perdon chatita querida Perdon por causarte herida"
1708,1708,1708,Vicente Fernandez,Si Te Vas No Hay Lio,sad,1708,"No me digas nada, quédate callada Dices que te vas y te vas y te vas, y aquí estás sentada Ya me tienes harto, con tantas palabras No hay necesidad que me cantes lo mismo cada mañana Cuando quieras irte Tú pones la fecha pa' despedirte Yo no tengo pelos para decirte Que espero que nunca regreses ya Si te vas, no hay lío Hay otra que quiere quitarme el frío Tú ves por tu lado, yo por еl mío Y así me dejas vivir en paz Quе no te he querido, que no me has amado Eso ya no importa, tu cumple con irte y todo arreglado No tengas pendiente, yo nunca he llorado Pues, gracias a Dios, en asuntos de amor, soy afortunado Cuando quieras irte Tú pones la fecha pa' despedirte Yo no tengo pelos para decirte Que espero que nunca regreses ya Si te vas, no hay lío Hay otra que quiere quitarme el frío Tú ves por tu lado, yo por el mío Y así me dejas vivir en paz Si te vas, no hay lío"
1709,1709,1709,Armored Saint,Reign Of Fire,angry,1709,"Fantasize exploding hands Archaic science, master plan Yeah, hear the war cry Watch the crow fly When your body's set It never fails Then you hear the tale of tales  Bound and gagged You're in a reign of fire Spells and magic In the reign of fire  Complacency with all A strong need to bathe in gall Yeah, hear the war cry Watch the crow fly When your body's set It never fails Then you hear the tale of tales  Bound and gagged You're in the reign of fire Spells and magic In the reign of fire Feel the hexes In the reign of fire Find what sex is In the reign of fire  I sold my soul To give to you I sold my soul Let me pull you through Never fails, no Oh, it never fails  Feel the hexes In the reign of fire Find what sex is In the reign of fire  Reign of fire Reign of fire"
1710,1710,1710,Billie Holiday,Am I Blue?,sad,1710,"Am I blue? Am I blue? Ain't these tears in my eyes Tellin' you?  Am I blue? You'd be too If each plan with your man Done fell through  Was a time I was his only one But now I'm The sad and lonely one, Lordy  Was I gay? 'Til today Now he's gone, and we're through Am I blue?   Was I gay? 'Til today Now he's gone, and we're through Am I blue?  Oh, he's gone, he left me Am I blue?"
1711,1711,1711,Solomon Burke,None Of Us Are Free,relaxed,1711,"One, two, three  Well, you better listen, my sister's and brothers, 'cause if you do, you can hear There are voices still calling across the years And they're all crying across the ocean and they're crying across the land And they will 'til we all come to understand  None of us are free, none of us are free None of us are free, if one of us are chained, none of us are free  And there are people still in darkness and they just can't see the light If you don't say it's wrong, then that says it's right We got try to feel for each other, let our brothers know that we care Got to get the message, send it out loud and clear  None of us are free, none of us are free None of us are free, if one of us are chained, none of us are free It's a simple truth we all need just to hear and to see None of us are free, if one of us is chained, none of us are free  Now, I swear your salvation isn't too hard too find, none of us can find it on our own (On our own) We've got to join together in spirit, heart, and mind, so that every soul who's suffering will know that we're not alone  Oh, none of us are free, none of us are free, y’all None of us are free, if one of us are chained, none of us are free  If you just look around you, your gonna see what I say 'Cause the world is getting smaller each passing day (Passing day) Now it's time to start making changes and it's time for us all to realize That the truth is shining bright right before our eyes (Before our eyes)  None of us are free, none of us are free None of us are free, if one of us is chained, none of us are free Oh, none of us are free, none, none, none of us (None of us are free) Oh, none one of us (None of us are free, if one of us is chained, none of us are free) Well, well, well, once again (None of us are free) None of us are free, (None of us are free) None of us are free (None of us are free, if one of us is chained, none of us are free) One of us, none of us, one of us (None of us are free) Lord, have mercy (None of us are free), oh, let me save you (None of us are free, if one of us is chained, none of us are free) If one of us is chained, none of us are free Well, I gotta shout about it (None of us are free) Oh, ma-ma ma (None of us are free), ma-ma Lord None of us are free, if one of us is chained, none of us are free (None of us, none of us, none of us are free, none of us are free) None of us are free, none of us are free None of us are free, if one of us is chained, none of us are free None of us are free, none of us are free, no None of us are free (If one of us is chained), oh, Lord (None of us are free), oh, Lord None of us are free, none of us are free None of us are free, if one of us is chained, none of us are free"
